username,location,text,tweet_date,hashtags_extracted,text_cleaned,loc_country
Mass. Public Health,"Boston, MA","TODAY (11/27): In #Saugus, visit a mobile COVID vaccination clinic at Saugus High School, 1 Pearce Memorial Dr., 10am-6pm. Other pop-up clinics are happening across MA. Find one near you: https://t.co/g23kdeZh3l #TrustTheFacts #GetTheVax https://t.co/STni1qVNRS",2021-11-27 13:55:02+00:00,"saugus,trustthefacts,getthevax",today saugu visit mobil covid vaccin clinic saugu high school pearc memori dr 10am6pm popup clinic happen across find one near trustthefact getthevax,United States
Hunt for Better Days,"Ohio, USA",Almost no one wears a mask and a 40% vaccination rate in this county. Wonderful. 🤦‍♂️🤬🖕 https://t.co/EP2EXPBbnj,2021-11-27 13:52:54+00:00,,almost one wear mask vaccin rate counti wonder,United States
Mass. Public Health,"Boston, MA","TODAY (11/27): In #Everett, visit a mobile COVID vaccination clinic at Stop &amp; Shop, 1690 Revere Beach Parkway, 10:30am-4:30pm. Other pop-up clinics are happening across MA. Find one near you: https://t.co/g23kdeZh3l #TrustTheFacts #GetTheVax https://t.co/GaHvNu1zhp",2021-11-27 13:45:03+00:00,"everett,trustthefacts,getthevax",today everett visit mobil covid vaccin clinic stop amp shop rever beach parkway 1030am430pm popup clinic happen across find one near trustthefact getthevax,United States
Brad Peck,Washington D.C.,"@nils_gilman @Aelkus I think the biggest part of the problem is there is a clearly communicated COVID-19 endgame (broad vaccination + spot NPIs) that is rejected by large, noncongruent, segments of the population.",2021-11-27 13:38:28+00:00,,nilsgilman aelku think biggest part problem clearli commun covid19 endgam broad vaccin spot npi reject larg noncongru segment popul,United States
Upper East Site,Upper East Side,"The highly-transmissible Covid-19 Omicron variant has now been found in several countries and Governor Hochul warns “it’s coming.” Experts say the best defense against Omicron is vaccination and booster shots. https://t.co/TcfLYlNJlF

#covid 
#nyc
#ues",2021-11-27 13:26:40+00:00,"covid,nyc,ues",highlytransmiss covid19 omicron variant found sever countri governor hochul warn come expert say best defens omicron vaccin booster shot covid nyc ue,United States
Mass. Public Health,"Boston, MA","TODAY (11/27): In #Chelsea, visit a mobile COVID vaccination clinic at the Chelsea Senior Center, 10 Riley Way, 10am-5pm. Other pop-up clinics are happening across MA. Find one near you: https://t.co/g23kdeZh3l #TrustTheFacts #GetTheVax https://t.co/W11pAPdB8J",2021-11-27 13:25:02+00:00,"chelsea,trustthefacts,getthevax",today chelsea visit mobil covid vaccin clinic chelsea senior center riley way 10am5pm popup clinic happen across find one near trustthefact getthevax,United States
Brian Brown,"Minneapolis, MN","The upshot, according to one study, is regardless of what your initial vaccination was, Moderna is your best bet for a booster. https://t.co/0PEDaCBGNq",2021-11-27 13:17:18+00:00,,upshot accord one studi regardless initi vaccin moderna best bet booster,United States
Mark samuels,"Norton, MA",@Potus @US_FDA  When will COVID-19 boosters include vaccination for the Omnicrom variant? We need to know ASAP,2021-11-27 13:04:37+00:00,,potu usfda covid19 booster includ vaccin omnicrom variant need know asap,United States
Monkoodog,New York,"Everyone is playing their part in COVID-19 vaccination. But a local nonprofit found a unique way to play their part.
Tap to know more.

#therapydogs #COVID19 #COVID19vaccines #dogs #monkoodog
https://t.co/xwKibQUDqK https://t.co/lg1ksvNgKh",2021-11-27 12:59:04+00:00,"therapydogs,covid19,covid19vaccines,dogs,monkoodog",everyon play part covid19 vaccin local nonprofit found uniqu way play part tap know therapydog covid19 covid19vaccin dog monkoodog,United States
Gary Dunavant,"Vestavia Hills, AL","Many Southern states, especially Louisiana, #Alabama &amp; Mississippi, have fallen behind in vaccinating children. Those states also rank near the bottom for vaccinating adolescents and adults, and have among the nation’s highest overall covid-19 death rates. https://t.co/QhyFJLgfaf",2021-11-27 12:55:46+00:00,alabama,mani southern state especi louisiana alabama amp mississippi fallen behind vaccin child state also rank near bottom vaccin adolesc adult among nation highest overal covid19 death rate,United States
ChazMoose,"New Hampshire, USA",Dedicated to the NH governor - who cares more about politics than his constituents. He should be sent to live in the ICU…AND that goes for anti vaccination idiots too. 🤬😰.  Cheshire Medical reports highest number yet of COVID-19 inpatients.  https://t.co/DaXJszRIFS,2021-11-27 12:45:41+00:00,,dedic nh governor care polit constitu sent live icuand goe anti vaccin idiot cheshir medic report highest number yet covid19 inpati,United States
Yetena Weg / የጤና ወግ,Earth,"Are you vaccinating your kids? 
Do you have any questions?

📌“COVID-19 Vaccination In Children“ with @fitse_t, Tinsae A, @ermiasmd, Dr Meseret Zelalem, @ebelay, @senaitbitew. Tomorrow at 12:00 PM on @clubhouse! https://t.co/f8RnxOAUAo",2021-11-27 12:44:23+00:00,,vaccin kid question covid19 vaccin child fitset tinsa ermiasmd dr meseret zelalem ebelay senaitbitew tomorrow pm clubhous,United States
VaccineFlState,"Miami, FL","✅ Orange County COVID-19 Vaccination Sites

https://t.co/tRCOwDyWme

#orlando #florida #COVID19 #vaccines       #PfizerPediatric #BoosterShots  #OrangeCounty @OCPSnews @occpta @OrangeCoFL @citybeautiful",2021-11-27 12:39:05+00:00,"orlando,florida,covid19,vaccines,pfizerpediatric,boostershots,orangecounty",orang counti covid19 vaccin site orlando florida covid19 vaccin pfizerpediatr boostershot orangecounti ocpsnew occpta orangecofl citybeauti,United States
Ilham Nugraha,"New York, USA","I am quite worried about the fact that Covid-19 cases are now getting worse because those in ""developed countries"" are hesitant to take vaccination and use mask as asked. Here in the US, Delta outbreak is still happening and Omicron just around the corner. The breaks threatened.",2021-11-27 12:38:05+00:00,,quit worri fact covid19 case get wors develop countri hesit take vaccin use mask ask u delta outbreak still happen omicron around corner break threaten,United States
T,"Greatest Country, USA","But yet students are still masked? 

West Virginia University surpasses campus-wide COVID-19 vaccination goals https://t.co/dVvo4VJsbr via @WVNews247",2021-11-27 12:37:46+00:00,,yet student still mask west virginia univers surpass campuswid covid19 vaccin goal via wvnews247,United States
EBPCOOH,East Berkshire,"Professor Jonathan Van-Tam encourages people to come forward for the #COVID19 vaccine, whether it's the first, second or booster dose.

Find out more about the vaccine:
▶️ https://t.co/fv3MakwPjn https://t.co/Xm0yqZj0W7",2021-11-27 12:31:13+00:00,covid19,professor jonathan vantam encourag peopl come forward covid19 vaccin whether first second booster dose find vaccin,United States
Las Cruces Sun-News,"Las Cruces, New Mexico",Proof of COVID-19 vaccination required to visit New Mexico state Capitol — unless you're a lawmaker https://t.co/POt30j96ID,2021-11-27 12:14:04+00:00,,proof covid19 vaccin requir visit new mexico state capitol unless your lawmak,United States
DCW Marketing,"Houston, TX","There is no Vaccination for Covid-19 and its variants.  That's the long and short of it.  No amount of boosters seems to work.  Biden is wrong wrong wrong, with this approach.
#COVID19",2021-11-27 12:06:39+00:00,covid19,vaccin covid19 variant that long short amount booster seem work biden wrong wrong wrong approach covid19,United States
OncLive.com,"New Jersey, USA",Vaccines appeared to be effective in patients who received immune checkpoint inhibitors for RCC or melanoma. @hannahdzmd @DukeCancer @sitcancer #sitc21 #kcsm #melsm https://t.co/ZrGWDbsKmG https://t.co/1XiS2i1bU9,2021-11-27 12:00:32+00:00,"sitc21,kcsm,melsm",vaccin appear effect patient receiv immun checkpoint inhibitor rcc melanoma hannahdzmd dukecanc sitcanc sitc21 kcsm melsm,United States
Gaylord Herald Times,"Gaylord, Michigan",The new omicron variant threatens to tighten travel restrictions around the globe just as they were easing due to rising COVID-19 vaccination rates. https://t.co/FcsgG13nJ1,2021-11-27 12:00:10+00:00,,new omicron variant threaten tighten travel restrict around globe ea due rise covid19 vaccin rate,United States
JC🇺🇸,"Florida, USA",Comprehensive investigations revealed consistent pathophysiological alterations after vaccination with COVID-19 vaccines https://t.co/5DTDRjVxar,2021-11-27 11:47:50+00:00,,comprehens investig reveal consist pathophysiolog alter vaccin covid19 vaccin,United States
SCPR,"Stark County, Ohio","Ex-Trump adviser is out at Newsmax after criticism of vaccine mandates clashed with the right-wing outlet's policy, report says https://t.co/Ve7rqMCgsM via @Yahoo 

SCPR:  Hmm?  NewsMax /knuckles under' Biden admins 100+ employee Covid 19 vaccination mandate.",2021-11-27 11:38:13+00:00,,extrump advis newsmax critic vaccin mandat clash rightw outlet polici report say via yahoo scpr hmm newsmax knuckl biden admin employe covid vaccin mandat,United States
Jamie Cohen Scher,"Plainview, New York",The testimonies project | Testimonies after Covid-19 vaccination https://t.co/2WpHotricU,2021-11-27 11:19:50+00:00,,testimoni project testimoni covid19 vaccin,United States
Keith Caughran,"Charlotte, North Carolina","@commonwealthfnd @Alison_Galvani @EricSchneiderMD ""A large number of healthcare professionals are needed to support COVID-19 vaccination efforts nationwide. These healthcare professionals are essential to ensuring the American population is vaccinated safely as soon as possible."" https://t.co/LcV3LEOKMG",2021-11-27 10:50:08+00:00,,commonwealthfnd alisongalvani ericschneidermd larg number healthcar profession need support covid19 vaccin effort nationwid healthcar profession essenti ensur american popul vaccin safe soon possibl,United States
PlanetSKI Snow News,The Mountains,"Switzerland Votes on its Covid-19 Restrictions

A referendum is to be held on Sunday as cases rise sharply.  

Switzerland has one of the lowest vaccination rates in western Europe. 
It is the second vote in the last 4-months.

https://t.co/ErBqb6W7oT

#covid19Switzerland",2021-11-27 10:32:03+00:00,covid19switzerland,switzerland vote covid19 restrict referendum held sunday case rise sharpli switzerland one lowest vaccin rate western europ second vote last 4month covid19switzerland,United States
ARDELLES,"Charlotte, NC","Now that kids ages 5 to 11 are eligible for COVID-19 vaccination and the number of fully vaccinated people in the U.S. is rising, many people may be wondering what the endgame is for COVID-19. 
https://t.co/4K5PxtLG58 https://t.co/IDLfjnKgAx",2021-11-27 10:28:41+00:00,,kid age elig covid19 vaccin number fulli vaccin peopl u rise mani peopl may wonder endgam covid19,United States
🎄 Merry Christmas 🎁,"""Land of Indians"" 🇺🇸","Portugal🇵🇹 returns to COVID-19 restrictions, despite high vaccination rate 🤦‍♂️ https://t.co/V4uK1Yo04u",2021-11-27 09:54:53+00:00,,portug return covid19 restrict despit high vaccin rate,United States
sebo,Earth,"@Kukicat7 If u don't want a vaccine and u do want to be taken seriously. Stop spreading bullshit. People might start listening. 

The HPRA does not produce COVID-19 vaccination posters.",2021-11-27 09:54:46+00:00,,kukicat7 u dont want vaccin u want taken serious stop spread bullshit peopl might start listen hpra produc covid19 vaccin poster,United States
Mike Izzo,Melbourne fl,"A shopper, wearing a face mask, looks at a poster for a COVID-19 vaccination center installed inside a supermarket in Brussels, on Aug. 30, 2021. (Bart Biesemans/Reuters)
BRUSSELS—Belgiumbrought in new restrictions on Friday such as the  #

https://t.co/EgCc2nGTUD https://t.co/zI62uNkhrA",2021-11-27 08:58:57+00:00,,shopper wear face mask look poster covid19 vaccin center instal insid supermarket brussel aug bart biesemansreut brusselsbelgiumbrought new restrict friday,United States
just_a_FL_Doc,"Miami, FL",Belgium🇧🇪 rates of infection by vaccination status. https://t.co/MSZHGyeWlW https://t.co/X16mivPyAG,2021-11-27 08:38:34+00:00,,belgium rate infect vaccin statu,United States
KGNS News,"Laredo, Texas",Chart: Africa’s Covid-19 vaccination gap https://t.co/2sTkZH7ntx,2021-11-27 07:35:05+00:00,,chart africa covid19 vaccin gap,United States
AGU (American Geophysical Union),"Washington, DC","Save yourself a headache: Verify your COVID-19 vaccination now, before leaving for #AGU21 Fall Meeting in New Orleans. All in-person attendees received an email from SafeAccess with instructions. https://t.co/egOhA2NQg6",2021-11-27 07:29:03+00:00,agu21,save headach verifi covid19 vaccin leav agu21 fall meet new orlean inperson attende receiv email safeaccess instruct,United States
Government of Jersey,"Jersey, Channel Islands","COVID-19 vaccination appointments for 12-17 year olds will be available at Fort Regent, any time from 8.30am to 3.30pm this weekend.

More information at https://t.co/LlQRZaTsxd https://t.co/M1WnRZFAeT",2021-11-27 07:00:13+00:00,,covid19 vaccin appoint year old avail fort regent time 830am 330pm weekend inform,United States
Kenny Uong,"Glendale, CA","A couple of COVID-19 vaccine clinics in the SFV that welcome walk-ins: 

*Hollywood Burbank Airport (Until 4/2/22) https://t.co/VwRxBF8RCZ

*Universal CityWalk Hollywood's Jurassic Parking Garage Level B1M (until 12/31/21) https://t.co/xh4ho1oNLE",2021-11-27 06:51:25+00:00,,coupl covid19 vaccin clinic sfv welcom walkin hollywood burbank airport univers citywalk hollywood jurass park garag level b1m,United States
Stats Burger,"Pittsburgh, PA","@BCorgi12 @Autoutouidiou @katlin_chakour @cryptomanran Depends on what you call a ""normal person.""

Also, bad cold is not as deadly as covid-19 in terms of any metric.

And case fatality rate decreases with vaccination.",2021-11-27 06:36:29+00:00,,bcorgi12 autoutouidi katlinchakour cryptomanran depend call normal person also bad cold deadli covid19 term metric case fatal rate decreas vaccin,United States
ScaldingHotSoup,"Brooklyn, NY","Early indicators suggest that the efficacy of vaccination and past infection with COVID-19 is diminished. While existing immunity is likely to prevent severe illness, we will probably not be able to stop exponential spread of the virus w/o add'l public health interventions. 4/12",2021-11-27 06:27:24+00:00,,earli indic suggest efficaci vaccin past infect covid19 diminish exist immun like prevent sever ill probabl abl stop exponenti spread viru wo addl public health intervent,United States
RealHipHopNews,The Universe,"@POTUS @WHO ""Mass infection prevention and mass vaccination with leaky Covid-19 vaccines in the midst of the pandemic can only breed highly infectious variants.""

https://t.co/aWp6qBNkpA",2021-11-27 06:06:23+00:00,,potu mass infect prevent mass vaccin leaki covid19 vaccin midst pandem breed highli infecti variant,United States
Ralph Turchiano,Buellton,"Maternal COVID-19 Vaccination and Its Potential Impact on Fetal and Neonatal Development -quote” however, errors were found in their analysis [10], and a follow-up re-analysis of the data revealed a cumulative incidence of spontaneous abortion of 7–8… https://t.co/BbqkOo4rwN",2021-11-27 06:04:04+00:00,,matern covid19 vaccin potenti impact fetal neonat develop quot howev error found analysi followup reanalysi data reveal cumul incid spontan abort,United States
"🦠Legionnaire's disease, sometimes Pontiac fever",The Bellevue-Stratford Hotel,@NRafter @jbarro If vaccination matters it is because lack thereof ↑ mortality. You're making 0 sense. Botswana HAS been locking down this year as cases spike https://t.co/9OGxVNFFwz,2021-11-27 05:50:12+00:00,,nrafter jbarro vaccin matter lack thereof mortal your make sen botswana lock year case spike,United States
Iced Covfefe Latte,Earth,"@ianmSC Australia: 
Population: 25.6 Million

Florida: 
Population: 21.4 Million 

Australia, of course has ""lockdowns"" mask mandates and higher vaccination rates 

https://t.co/msGvnNPrO0
""Florida’s per capita Covid death rate is 50x Australia’s"" https://t.co/7UcRlsPWfb",2021-11-27 05:45:56+00:00,,ianmsc australia popul million florida popul million australia cours lockdown mask mandat higher vaccin rate florida per caput covid death rate 50x australia,United States
Cynthia Knight,"Kentucky, USA","@StoneWallStogie @camero_19 @Bullwong I had Covid more than six months after my vaccination with very mild symptoms.... compared to my non-vaccinated adult child who had to spend time in the hospital from Covid.  Seems to me, my vaccine did exactly what it was supposed to do.",2021-11-27 05:40:16+00:00,,stonewallstogi camero19 bullwong covid six month vaccin mild symptom compar nonvaccin adult child spend time hospit covid seem vaccin exactli suppos,United States
"🦠Legionnaire's disease, sometimes Pontiac fever",The Bellevue-Stratford Hotel,"@NRafter @jbarro Botswana is the most vaxed at...37%. Looking at their daily vaccinations, just in the last month it has reached its peak daily vax, so it's NOT struggling to find vaccinees ( https://t.co/rhYAfR2wI4 ) - and it would likely have done so earlier if not for https://t.co/1nJ5I4PK3x",2021-11-27 05:25:09+00:00,,nrafter jbarro botswana vax at37 look daili vaccin last month reach peak daili vax struggl find vaccine would like done earlier,United States
Craddocks,"Florida, USA","There is a danger in thinking about vaccination only in terms of individual protection. If you’re under 50, there are many possible causes of death you should worry about more than COVID-19, so maybe vaccination doesn’t look like a high priority.",2021-11-27 05:17:06+00:00,,danger think vaccin term individu protect your mani possibl caus death worri covid19 mayb vaccin doesnt look like high prioriti,United States
🦅 Sunset Elementary 🦅,"Phoenix, AZ","Vaccination opportunity!
Saturday, 12/4 at Atkinson Middle School's gymnasium from 9:00am - 3:00pm. Initial series for COVID-19, COVID-19 boosters, pediatric COVID-19 vaccines for children aged 5 through 11, flu shots, &amp; childhood immunizations will be provided at this event. https://t.co/PUMrl0Kmes",2021-11-27 05:10:34+00:00,,vaccin opportun saturday atkinson middl school gymnasium 900am 300pm initi seri covid19 covid19 booster pediatr covid19 vaccin child age flu shot amp childhood immun provid event,United States
just_a_FL_Doc,"Miami, FL","@BethM0406 @anightandaveil @theblaze Israel 🇮🇱 rates of infection, hospitalization &amp; death by vaccination status. 

 https://t.co/LNqNY0IAdP (Chrome browser auto translates Hebrew) https://t.co/kyIHqFnhoL",2021-11-27 05:07:40+00:00,,bethm0406 anightandaveil theblaz israel rate infect hospit amp death vaccin statu chrome browser auto translat hebrew,United States
Rick Goddard,"Gig Harbor, WA","@mangoluffy @davidm1108 @dshephard @drvolts Believe me, I understand the need for abundance of caution. But, if you are vaccinated, the exposure to getting the virus is a factor of 7, hospitalization is a factor of 35. Here's the King County data. https://t.co/C28RJhmrlI",2021-11-27 04:58:38+00:00,,mangoluffi davidm1108 dshephard drvolt believ understand need abund caution vaccin exposur get viru factor hospit factor here king counti data,United States
India Post,"Fremont, CA, USA","PM Modi to chair meeting with top ... - https://t.co/tg1XOr3ACF 
Get your news featured use #IndiaPostUSA 
#CovidCasesIndia #BangladeshBotswana #BJP #Brazil #China #CoronaUpdateIndia #CoronavirusVaccineUpdates #COVID19Cases #Healthcare #HongKong #ICMR #IndiaCoronaCases",2021-11-27 04:54:14+00:00,"indiapostusa,covidcasesindia,bangladeshbotswana,bjp,brazil,china,coronaupdateindia,coronavirusvaccineupdates,covid19cases,healthcare,hongkong,icmr,indiacoronacases",pm modi chair meet top get news featur use indiapostusa covidcasesindia bangladeshbotswana bjp brazil china coronaupdateindia coronavirusvaccineupd covid19cas healthcar hongkong icmr indiacoronacas,United States
🍦✨Chives_AD✨🍨 🔞,"Oklahoma City, OK","@Snabblie @localquackhead From an article in August: ""Nearly 60% of hospitalized COVID-19 patients in Israel fully vaccinated, data shows""

And this was just against the Delta variant. It's even less effective against the Epsilon and Omicron variants.

https://t.co/PwfHfFcBhj

https://t.co/oioTin2LF6",2021-11-27 04:52:15+00:00,,snabbli localquackhead articl august nearli hospit covid19 patient israel fulli vaccin data show delta variant even le effect epsilon omicron variant,United States
Alaska's News Source,"Anchorage, Alaska","The 39th Juneau Public Market will be held at the Centennial Hall over the Thanksgiving weekend. There are strict COVID-19 restrictions in place, including that all vendors and attendees show proof of their fully-vaccinated status. https://t.co/NOeX2226sa",2021-11-27 04:45:04+00:00,,39th juneau public market held centenni hall thanksgiv weekend strict covid19 restrict place includ vendor attende show proof fullyvaccin statu,United States
Valerie Sonh for Universal Basic Income,USA,'The original vaccination order was designed to head off another COVID-19 outbreak like the one that killed 28 inmates and a [guard] at San Quentin State Prison last year.' 2/2,2021-11-27 04:37:53+00:00,,origin vaccin order design head anoth covid19 outbreak like one kill inmat guard san quentin state prison last year,United States
Mr. Nick Beaudrot,"Seattle, WA","@BusinessmanLego This is in a place with:

* 95%+ of 65+ fully vaccinated
* 91.5% of 50-64 vaccinated
* 80% of 12-49 vaccinated

hot dog guy.jpg

https://t.co/UAbrl3wJxK https://t.co/6JXyljtNTJ",2021-11-27 04:33:32+00:00,,businessmanlego place fulli vaccin vaccin vaccin hot dog guyjpg,United States
Tracy Cunningham,"Culpeper, VA","@DecenzoDave @Jstnorv10 @brithume At this point, there is no such thing as an “immunity” to COVID-19 cause it keeps mutating. Why does it keep mutating?  Because people aren’t getting vaccinated. Herd “immunity” can only be reached at a 75% or more vaccination rate. Unfortunately, we can’t vaccinate the world.",2021-11-27 04:31:04+00:00,,decenzodav jstnorv10 brithum point thing immun covid19 caus keep mutat keep mutat peopl arent get vaccin herd immun reach vaccin rate unfortun cant vaccin world,United States
Nirman Kumar,"Memphis, TN, USA","Now University faculty are being forced to submit proof of covid-19 vaccination, because all are federal contractors? Even if you are not working on a federally funded project, you share a building with one so you are! Ridiculous ...",2021-11-27 04:27:49+00:00,,univers faculti forc submit proof covid19 vaccin feder contractor even work feder fund project share build one ridicul,United States
Glen Lettenmaier,Oregon (USA),WHO ~ Digital Documentation of COVID-19 Certificates - Vaccination Status - Technical Specifications and Implementation Guidance  (PDF)  https://t.co/omHK6dhSH1 This document is for countries and implementing partners on the technical requirements on digital information systems. https://t.co/zdwSbAnHvy,2021-11-27 04:21:23+00:00,,digit document covid19 certif vaccin statu technic specif implement guidanc pdf document countri implement partner technic requir digit inform system,United States
Glen Lettenmaier,Oregon (USA),"WHO ~ Digital Documentation of COVID-19 Certificates - Vaccination Status - Technical Specifications and Implementation Guidance, (27 August 2021) .... Technical Briefing (11 pages) .... https://t.co/lRmdXJgyJG https://t.co/QnX5KCo1kH",2021-11-27 04:13:33+00:00,,digit document covid19 certif vaccin statu technic specif implement guidanc august technic brief page,United States
Mynameis...Miro,U.S.A,"COVID boosters may be needed for full vaccination, expert says https://t.co/oH4Hd8f1de via @DeseretNews",2021-11-27 04:10:46+00:00,,covid booster may need full vaccin expert say via deseretnew,United States
Vigneshmuthu.M,"Delhi, CA",PM will chair an important meeting on the situation relating to Covid-19 &amp; Vaccination with top officials at 10:30 am today. @rameshibn @subashprabhu @Mathireporter @SRajaJourno,2021-11-27 03:40:42+00:00,,pm chair import meet situat relat covid19 amp vaccin top offici today rameshibn subashprabhu mathireport srajajourno,United States
The Cut,"New York, NY",Playdates can feel like a minefield right now. Indoors or outdoors? Masks on or masks off? Ask about vaccination status or hope for the best? https://t.co/60tgWQUe2d,2021-11-27 03:36:22+00:00,,playdat feel like minefield right indoor outdoor mask mask ask vaccin statu hope best,United States
Steven Post Hitchcock has been vaccinated,"Strongsville, Ohio",Today is the day beyond Thanksgiving Day.  I'm thankful that I got the chance to have the Vaccination booster to prevent COVID-19 today.,2021-11-27 03:22:56+00:00,,today day beyond thanksgiv day im thank got chanc vaccin booster prevent covid19 today,United States
Lauri in AZ,"Yuma, AZ","South Korea Sees Surging COVID-19 Cases Despite Nearly 90 Percent Vaccination Rate

https://t.co/6hpno7yG79",2021-11-27 03:20:52+00:00,,south korea see surg covid19 case despit nearli percent vaccin rate,United States
Healthcare-Global😷,USA,New study suggests asymptomatic testing and vaccination are critical for controlling COVID-19 at universities https://t.co/JmGRFdbeBo via @medical_xpress,2021-11-27 03:08:45+00:00,,new studi suggest asymptomat test vaccin critic control covid19 univers via medicalxpress,United States
Life Enhancement Chiropractic and Wellness,"Hackensack, NJ","@IMMPJ10 @GBNEWS You can check to see if they gave you the jab - Spike Protein COVID-19 Antibody test: 
- This test potentially identifies antibodies created by you in response to vaccination against the COVID-19 virus. It can also detect antibodies made in response to a COVID-19 infection.",2021-11-27 03:04:22+00:00,,immpj10 gbnew check see gave jab spike protein covid19 antibodi test test potenti identifi antibodi creat respons vaccin covid19 viru also detect antibodi made respons covid19 infect,United States
Jimmy Vegas,"Las Vegas/Florida, USA","@MarkMeadows More Americans have died of COVID 19 during the Biden Administration than the Trump Administration. They were a step behind the Alpha, Delta variants. And the mix messaging hurt the vaccination program. For the sake of the country the Biden Administration needs to respond.",2021-11-27 02:43:10+00:00,,markmeadow american die covid biden administr trump administr step behind alpha delta variant mix messag hurt vaccin program sake countri biden administr need respond,United States
CBS 13 News,"Portland, Maine","Crowds will once again fill New York’s Times Square this New Year’s Eve, with proof of COVID-19 vaccination required for revelers who want to watch the ball drop in person, Mayor Bill de Blasio announced. (AP): https://t.co/KD2PSOiCCU",2021-11-27 02:30:00+00:00,,crowd fill new york time squar new year eve proof covid19 vaccin requir revel want watch ball drop person mayor bill de blasio announc ap,United States
Amol Yajnik,"Brookline, MA",@SiClancy Also hasn't never gotten a COVID-19 vaccination....,2021-11-27 02:27:19+00:00,,siclanc also hasnt never gotten covid19 vaccin,United States
"👑 | Here, Not Really. Ok - Sure.",Lone Star State USA,People who have received COVID-19 vaccinations are able to spread the delta variant within their household despite their vaccination status just as easily as unvaccinated individuals https://t.co/GTB7VIhvDL https://t.co/DHNy3L2ZBT,2021-11-27 02:13:53+00:00,,peopl receiv covid19 vaccin abl spread delta variant within household despit vaccin statu easili unvaccin individu,United States
Shannan (Vaccines Work) Younger,"Charlotte, NC","You can Join the Call, #VaccinesForAll here: https://t.co/zQxRcZR9U2
There's much still to learn about Omicron variant, but we already know that the risk of dangerous variants is one of many reasons we must step up global COVID-19 vaccination efforts",2021-11-27 02:07:32+00:00,vaccinesforall,join call vaccinesforal there much still learn omicron variant alreadi know risk danger variant one mani reason must step global covid19 vaccin effort,United States
Brian Poe Criminal Lawyer - Federal Nationwide Law,"Fort Worth, Texas",Coronavirus: Feds seize thousands of fake COVID-19 vaccination cards https://t.co/jl6Xy8eQsR,2021-11-27 01:55:11+00:00,,coronaviru fed seiz thousand fake covid19 vaccin card,United States
Stuart Ray,"Baltimore, MD","@mgubrud @johnbruso @trvrb @PangoNetwork @nextstrain @WHO Making COVID-19 (more accurately, SARS-CoV-2 infection) nondisruptive at the societal level (i.e. ""endemic"") is a near-term goal that will require major efforts for vaccination and other means of mitigation. 

Not done then, but better than nihilism.",2021-11-27 01:37:09+00:00,,mgubrud johnbruso trvrb pangonetwork nextstrain make covid19 accur sarscov2 infect nondisrupt societ level ie endem nearterm goal requir major effort vaccin mean mitig done better nihil,United States
EspeciallyFemale🌼😷,"San Diego, CA","Monday Nov. 29- a special 1-item @SDCityCouncil hearing 
@SDPOA Item 600:
Impasse Hearing and Resolution to Implement the City’s Last, Best, and Final Offer to the San Diego Police Officers Association Regarding the Mandatory COVID-19 Vaccination Policy. 
https://t.co/W22teJxfx6",2021-11-27 01:32:26+00:00,,monday nov special 1item sdcitycouncil hear sdpoa item impass hear resolut implement citi last best final offer san diego polic offic associ regard mandatori covid19 vaccin polici,United States
Valerie Gonzalez,"McAllen, TX",“Mexico has communicated to the United States that migrants should have access to medical care and vaccination against covid-19 in order to protect their right to health and prevent the spread of covid-19 in communities on both sides of the border.” https://t.co/Hk8PqvlOKi,2021-11-27 01:23:36+00:00,,mexico commun unit state migrant access medic care vaccin covid19 order protect right health prevent spread covid19 commun side border,United States
Gaurang Khetan,San Francisco Bay Area,@OpIndia_com This is how nationalism can blind people. Plz see this: https://t.co/h5Rs0SDLag. The risk of heart problem was found to be 10 in 1 million vaccination shots. And most of those cases were mild and recovered on their own or with minor treatment. So where is the disaster?,2021-11-27 01:19:42+00:00,,opindiacom nation blind peopl plz see risk heart problem found million vaccin shot case mild recov minor treatment disast,United States
(Italian) Bamboo cryptologist,Ohio,"@eyedontcaredoy1 @kenloncz @BillKristol COVID-19 virus is evolving to get better at becoming airborne, new study shows

Better ventilation and tight-fitting masks, in addition to widespread vaccination to help stop spread of the virus
https://t.co/O5KLTwiY10",2021-11-27 01:18:54+00:00,,eyedontcaredoy1 kenloncz billkristol covid19 viru evolv get better becom airborn new studi show better ventil tightfit mask addit widespread vaccin help stop spread viru,United States
The New York Independent,"New York, NY","@surveyorX @Daily_Express Nope, don't like fake facts, which you seem to have a mountain of... why lie? It serves no useful purpose.  unvaccinated infections and deaths far exceed vaccinated... https://t.co/zx45Ch1xMa",2021-11-27 01:14:07+00:00,,surveyorx dailyexpress nope dont like fake fact seem mountain lie serv use purpos unvaccin infect death far exceed vaccin,United States
Houston Health Dept,"Houston, TX","... ""The Houston Health Department follows federal COVID-19 guidance and is prepared to adjust, if needed. 

“COVID-19 vaccination is our best tool to reduce cases, prevent serious illness and death, and slow the emergence of new variants. (2/3)",2021-11-27 00:59:52+00:00,,houston health depart follow feder covid19 guidanc prepar adjust need covid19 vaccin best tool reduc case prevent seriou ill death slow emerg new variant,United States
