,Terms,Frequency
811,corp,2
47,5g,2
1134,economist,2
715,coloni,2
716,color,2
371,bed,2
1084,doubl,2
757,concess,2
806,corner,2
822,costlier,2
733,common,2
705,coincident,2
1146,effici,2
1079,dontwaittovaccin,2
746,complex,2
1437,gate,2
728,commenc,2
1440,gave,2
792,conversationu,2
1441,gavinnewsom,2
355,battl,2
1491,gold,2
676,clear,2
785,contract,2
63,8pm,2
1101,drop,2
780,contain,2
1063,doh,2
756,concert,2
1125,easili,2
794,convinc,2
72,aappeliii,2
743,compet,2
1488,goe,2
1119,earli,2
3238,shed,1
488,bratokolloza,1
419,billdod9834867,1
3367,sta,1
503,brooklynnet,1
3239,sheenawrightnyc,1
420,billgat,1
3220,serious,1
494,brennaspenc,1
3236,sharfstein,1
3241,sheepl,1
3221,serv,1
3368,stabl,1
421,billgreensmain,1
3228,severecovid,1
427,biolog,1
3226,seven,1
504,brothel,1
425,billshortenmp,1
499,brilliant,1
3223,sesam,1
501,bronx,1
3373,stall,1
3230,sfnew,1
3231,sfsu,1
3232,sgchd,1
3233,shanikultur,1
496,briankempga,1
422,billion,1
495,brian,1
428,biosimilar,1
426,biogen,1
3321,sol,1
3216,sequela,1
524,busier,1
3391,stayhealthi,1
408,bidenfl,1
3194,secondari,1
521,bull,1
3393,staysaf,1
3192,secmandycohen,1
522,burbankca,1
3394,stefanik,1
3190,sec,1
3395,stein,1
3189,sebastian,1
525,businessn,1
3197,secretarypet,1
406,bid,1
527,butt,1
3185,search,1
3184,sea,1
3183,sdpoa,1
3397,stephani,1
3398,stephenirvine4,1
3399,steril,1
3400,stick,1
3182,sdcitycouncil,1
528,buttigieg,1
519,buildimmun,1
517,bug,1
505,brown,1
3384,station,1
3214,sentiment,1
506,bryan,1
417,bike,1
507,btsd,1
3382,statenisland,1
3211,senategop,1
508,btsdproud,1
509,btsdtiger,1
3208,sellick,1
510,bubbl,1
414,bigindiangyasi,1
3206,segment,1
409,bidenmand,1
3205,segev,1
511,bubblytest,1
513,buckscounti,1
413,bigger,1
514,budget,1
410,bidensamerica,1
3388,statusso,1
515,buffalo,1
3200,secvilsack,1
3389,staunch,1
516,buffywick,1
3242,sheer,1
433,bit,1
430,birth,1
3299,slum,1
464,bogochisaac,1
3296,sleeveup4headstart,1
451,blvd,1
3295,slayerpet,1
3294,sky,1
3293,skunk,1
3332,sooner,1
3292,skipmav,1
3291,sixth,1
3333,sorri,1
465,bolster,1
3289,situat,1
466,bono,1
3287,sir,1
450,bluntli,1
449,bluefield,1
3286,sinkcovid,1
3179,scream,1
3336,southsideweekli,1
448,blue,1
468,bookstor,1
3338,spam,1
447,bloodwork,1
3283,sinema,1
3282,sincer,1
3298,slowli,1
3300,small,1
3280,sinai,1
3301,smallbusi,1
3319,socialdistanc,1
3322,soldier,1
456,bnodesk,1
454,bn9,1
3324,solomonstr,1
457,bnt162b2,1
3325,solut,1
3316,sober,1
3315,soar,1
3314,snhdinfo,1
3313,sngx,1
453,bmrn,1
3312,sneez,1
3311,snd,1
3310,snatch,1
3309,snap,1
458,bntx,1
459,board,1
452,bmchealthnet,1
3328,somossalud,1
3306,smi,1
460,bobbi,1
3329,son,1
463,boe,1
3330,sonofthesun333,1
469,boomhealth,1
442,blitz,1
3365,squat,1
3260,shp,1
435,bkoperniku,1
3258,shown,1
3354,split,1
3257,showdown,1
3355,spokan,1
480,bowtellpet,1
3356,spokenword,1
3357,spookier,1
434,bjahnk,1
3359,spotti,1
483,bpeboston,1
3252,shoregivesmor,1
455,bn9covid,1
484,bpolit,1
3361,spring,1
3250,shock,1
3249,shirt,1
432,bishop,1
3363,sputnikv,1
487,brann,1
3364,squar,1
3246,shepherd,1
3245,shenanigan,1
3244,shelter,1
3243,shelbi,1
3259,showtim,1
3352,spent,1
472,boostervaccin,1
3351,spend,1
474,borg,1
3342,speaker,1
475,bossch,1
476,boston,1
3275,sill,1
3343,speci,1
441,blick,1
439,blazerchri,1
3274,silicon,1
3273,silenc,1
438,blackawar,1
3272,significantli,1
3271,signific,1
3270,signatori,1
3269,signalconf,1
3268,signal,1
477,bostonhealth,1
3347,specifi,1
3266,sideling,1
436,bkpark,1
3349,speech,1
3263,shuttl,1
3262,shutterstock,1
3261,shuffl,1
3350,speed,1
529,button,1
557,cannon,1
3178,scottmorrisonmp,1
670,clarita,1
668,cityrun,1
2960,redmond,1
2961,redoubl,1
667,cityofhillsboro,1
2963,reelwithnusrat,1
666,cityofbeaverton,1
2965,refer,1
662,circa,1
2967,refresh,1
2968,refuge,1
661,cidrap,1
2970,refut,1
659,churchon,1
657,christyjofog,1
656,christma,1
669,clara,1
671,clark,1
655,christian,1
2955,recoveredguardian,1
691,closur,1
2938,realiti,1
690,closest,1
2940,realtim,1
2941,rear,1
686,clinica,1
684,climb,1
681,clever,1
2947,recip,1
679,clement,1
678,clearvaccinessavel,1
675,clean,1
2952,reconsid,1
673,clash,1
672,clarkcounti,1
2975,regina,1
654,chrishendel,1
3177,scott,1
643,childhood,1
640,chicken,1
2999,remaind,1
3000,remark,1
638,cherri,1
637,cheer,1
3003,remot,1
636,cheddar,1
3005,rental,1
3006,reopen,1
3007,rep,1
3008,repair,1
3009,repeat,1
3010,replac,1
3011,repli,1
634,chavi,1
2997,reluct,1
2995,relief,1
653,chosen,1
2994,reliabl,1
2979,registri,1
652,chose,1
651,chor,1
2982,regulatori,1
648,chloe,1
2984,reif44,1
2985,reimpos,1
647,chivaxday,1
2987,reinfectionfre,1
2988,reinforc,1
2989,reinstitut,1
2990,reject,1
646,chipublichealth,1
645,childrensphila,1
644,childrensnatl,1
2936,realboostershot,1
2935,realamvoic,1
692,clot,1
2873,punjab,1
717,coloradan,1
2876,pursuant,1
714,collin,1
712,collect,1
2881,puzzl,1
2882,pzifer,1
2883,qampa,1
2885,qr,1
2886,qualif,1
2887,qualifi,1
2888,quantumlabs1,1
2890,queen,1
2891,queensland,1
2892,queerwis,1
708,colin,1
2874,pure,1
719,colsen54,1
2933,readout,1
720,columbia,1
2854,prospect,1
734,commondream,1
2856,protectchicago,1
2858,protocol,1
731,commish,1
730,commerc,1
729,comment,1
727,comirnati,1
2864,psa,1
2865,pt,1
725,comeback,1
2867,publiccitizen,1
722,combat,1
721,column,1
2870,publicsafeti,1
707,cole,1
706,coldstream,1
2896,quicker,1
2897,quickest,1
701,cocktail,1
2918,rapid,1
700,coasttocoast,1
699,coast,1
2922,rational,1
2923,rationalbitch,1
2924,rayantmac,1
2925,rd,1
2926,rduck37,1
697,co,1
2928,react,1
695,cmotamilnadu,1
2930,reactogen,1
694,cmo,1
693,cm,1
702,coconino,1
2915,randy56635607,1
2914,randpaul,1
2905,radic,1
2899,quicktak,1
2900,quit,1
2901,r50,1
2902,raceethn,1
2903,rachelidatweet,1
2904,racism,1
2906,radiolog,1
2913,ralli,1
2907,rafael,1
2908,raider,1
2909,rainer,1
704,coffe,1
2911,rake,1
2912,rale,1
3013,repres,1
633,chattanooga,1
632,chaskadaisi,1
3117,ruse,1
3119,russia,1
3120,russianmad,1
3121,russo,1
3122,ruth,1
3123,rwglaw,1
3124,ryanarbogasttv,1
3125,sacr,1
3126,sacrif,1
3127,sacrific,1
404,bharatbiotech,1
3129,safeand,1
3130,safeatjackson,1
556,cannabi,1
3132,safepassla,1
554,cancerawar,1
3118,russel,1
3116,rural,1
3097,rosita,1
560,capabl,1
3099,roughli,1
569,caren,1
3101,roundhous,1
3102,rout,1
3103,row,1
3104,roxburi,1
3105,rpm,1
3106,rpsagainsttrump,1
3107,rskellner,1
3108,rsna,1
567,career,1
3110,rstat,1
565,cardiac,1
3112,rubycreek,1
562,capesjoy,1
3134,safesitecheckin,1
552,cancel,1
551,canari,1
3137,saginaw,1
3160,saw,1
537,cake,1
3162,saysi,1
536,cajonvalleyusd,1
3164,scenario,1
3165,sceptic,1
3167,schedulingand,1
3168,scheme,1
3169,schizophrenia,1
534,cafe,1
533,caf,1
531,bw,1
530,buy,1
3175,scintilla,1
3176,sclerosi,1
539,califf,1
3157,satir,1
543,cambridg,1
3144,sammi,1
550,canadian,1
549,canada,1
3140,saintjxmmyx,1
3141,salari,1
3142,salk,1
3143,samaritan,1
3145,sammyjay17,1
3154,sarpycass,1
3146,samrodgerskc,1
3148,sanantonioindependentschooldistrict,1
3149,sanfrancisco,1
3150,sanit,1
3151,saniti,1
3153,sarasota,1
3098,rotari,1
3096,roseraleigh,1
631,charter,1
3035,resurfac,1
3037,retain,1
603,celebritynew,1
3039,retweet,1
601,celebgossipandrumor,1
599,cedar,1
3043,reward,1
3044,rf,1
3045,rheaboydmd,1
3046,rhetor,1
3047,rheumat,1
594,ccc,1
3049,rheumatologynet,1
591,cautiou,1
3053,rhode,1
3054,rican,1
604,celinegound,1
3034,resum,1
3095,root,1
606,celliott,1
629,charlottechuck1,1
628,charli,1
626,character,1
622,championship,1
620,chamber,1
618,chain,1
3024,respectrad,1
617,cgtnamerica,1
616,cfr,1
615,certifi,1
613,certainli,1
3029,restartmiga,1
609,centercarrollton,1
3031,restrain,1
607,cent,1
3055,ricekristiric,1
588,categori,1
3058,richter,1
3059,rico,1
575,carolemcguire19,1
3080,robertig,1
3081,robin,1
574,carniv,1
573,carlson,1
3084,rochesterian,1
3085,rohitkadimisetti,1
572,carl,1
3088,rollout,1
3089,roman,1
3090,romania,1
3091,romero,1
3092,ron,1
3093,ronnyjacksontx,1
570,careprofession,1
3078,robbysoav,1
576,carolina,1
3076,roar,1
583,cassi,1
3060,riddanc,1
587,cate,1
584,cassidi,1
3063,rightslgbti,1
3064,rihealth,1
3065,ringwood,1
582,casessom,1
577,carolinian,1
3068,riskdespit,1
3069,riskmanag,1
3070,ritadays1,1
3071,rittenhous,1
580,cartwheelprint,1
579,cartoonsben,1
405,bibekum,1
1519,grante,1
3403,stlcountydoh,1
3845,violat,1
152,ahahospit,1
150,agheni,1
3840,viewingamp,1
3841,vigil,1
3842,vigor,1
3843,vike,1
3844,villag,1
3846,violenc,1
3816,vaxfact,1
148,agent,1
3849,virgotweet,1
3850,virtual,1
145,agathedemarai,1
3852,virus,1
3853,visa,1
3854,visibl,1
155,aid,1
3836,vickico70455126,1
156,aidnmclaughlin,1
3834,veterinari,1
3818,vaxup,1
3820,vaxxx,1
3821,vaxyourfam,1
3822,vdh,1
3823,vdhgov,1
3824,vega,1
164,alameda,1
163,ajplu,1
162,airslat,1
3828,verifi,1
3829,verifythi,1
161,airlin,1
159,air,1
158,aimimmun,1
3833,veteransday,1
142,afghan,1
141,affiniahealth,1
140,affili,1
119,adel,1
3882,waketech,1
3883,wakeupamerica,1
3884,wakeupclt,1
3885,waleg,1
3886,walenski,1
114,adambrioza,1
3888,walkerbragman,1
113,adam,1
111,acyn,1
3892,wallachlori,1
3893,wallet,1
3894,wallethub,1
3895,walshfreedom,1
3896,walt,1
3897,waltdisneyco,1
3880,waitwhat,1
3878,wadepthealth,1
138,advoc,1
3877,vxrt,1
3859,vitrahealth,1
3860,vmp9,1
3861,vocal,1
3862,voic,1
3863,voizeofreazon,1
134,advic,1
133,advertis,1
130,adultsonli,1
128,adopt,1
3870,voucher,1
127,admit,1
3873,vrtx,1
123,admin,1
3875,vtnationalguard,1
120,adirondack,1
166,alberta,1
3815,vaxedatjax,1
3404,stoke,1
3766,uzma,1
194,ameracadp,1
193,amctheatr,1
3761,usmexico,1
3762,utpol,1
3763,utvolginale,1
3764,uwnyc,1
3765,uzbekistan,1
3767,v2019n,1
167,albertabas,1
3768,va,1
3769,vac,1
3770,vacciin,1
190,alyshaclark,1
3772,vaccinatedth,1
3773,vaccinatem,1
3774,vaccinatewa,1
3758,usargb,1
3757,usapathet,1
3756,usaid,1
3754,urgentnews911,1
207,amyklobuchar,1
3739,unvax,1
3740,up,1
206,amrica,1
205,ampamp,1
3743,upheld,1
3744,uphold,1
201,amidst,1
3747,upshot,1
200,ami,1
199,amherst,1
198,amermedicalassn,1
197,americanmedicalassoci,1
3752,urgenc,1
3753,urgent,1
3775,vaccinateyourkid,1
3776,vaccinationcard,1
3777,vaccinationget,1
176,aliv,1
174,alexwitt,1
173,alexpadilla4ca,1
3801,valley,1
3802,valn,1
172,alexi,1
3804,valu,1
3805,vanden,1
3806,vari,1
3807,variabl,1
171,alexbainbridg,1
3809,variat,1
170,aleighmp,1
169,aldineisd,1
168,alcamed,1
3813,vaxaccess,1
3798,vaccineupd,1
3796,vaccinessavesl,1
3778,vaccinationschedul,1
178,allegi,1
183,aloha,1
3780,vaccinedeath,1
180,allisonwsport,1
3782,vaccineforal,1
3783,vaccineforchildren,1
3784,vaccineforkid,1
3785,vaccinehesit,1
3786,vaccineinduc,1
3787,vaccineinjuri,1
3788,vaccinelotteri,1
179,alli,1
3790,vaccinemandatefaq,1
3791,vaccinereadi,1
3792,vaccinerecord,1
3793,vaccines4al,1
103,acr,1
97,acdcnv,1
94,accordingli,1
21,1type,1
25,22nd,1
4010,wors,1
24,206684citi,1
23,200pm,1
22,1yearold,1
4014,wow,1
4015,wral,1
4017,write,1
3901,ward,1
4018,written,1
19,1item,1
4020,wsu,1
4021,wtf,1
4022,wto,1
4023,wuhanviru,1
4024,wv,1
4008,worn,1
26,27m,1
4006,worldaidsday,1
27,29th,1
3989,wombatnshadow,1
3990,womenshealth,1
38,3wk,1
35,35aaim,1
34,330p,1
32,320th,1
3996,workday,1
31,300m,1
3998,workersvolunt,1
3999,workflow,1
4000,workhmmmmm,1
28,2dose,1
4002,workplacebenefit,1
4003,workplacehealth,1
4004,workshop,1
4025,wvdhhr,1
4026,wvmchd,1
4027,wvnews247,1
11,13nov,1
4049,youd,1
10,123pm,1
8,11kit2,1
7,10yo,1
6,10secondslost,1
4054,yourlifeyourchoic,1
5,10newsmarymac,1
4056,youtub,1
4,10new,1
3,10a,1
4059,yvettedath,1
4060,yvwastl,1
4061,zero,1
4062,zeynep,1
2,100k,1
4048,youcdcgov,1
12,13rd,1
4028,wvpress,1
4045,ym,1
4029,wwwcityofdearborncovid19,1
4030,xskinn,1
4031,xstymiex,1
4032,ya,1
4033,yacht,1
4034,yahoonew,1
4035,yale,1
4036,yall,1
4037,ybudman,1
18,1c,1
17,19th,1
16,1950,1
4042,yesisworld,1
14,1877covaxco,1
13,15th,1
39,3x,1
3987,wohl,1
41,4maryland,1
78,abcworldnew,1
3924,web,1
77,abcpolit,1
76,abcindigen,1
75,abc,1
74,abbv,1
73,abbott,1
3931,wednesdayfeel,1
3932,wednesdaymotiv,1
71,aactplu,1
69,9pm,1
68,9am3pm,1
67,9am,1
3937,wehavem,1
3938,weightlift,1
3939,weightloss,1
3923,wearek,1
79,abhorr,1
64,8th,1
81,abound,1
3903,warp,1
88,abysm,1
3906,washingtonpost,1
3907,wasnt,1
3908,wat,1
86,abstract,1
3910,water,1
3911,waterpark,1
3912,watson,1
3913,waukesha,1
85,absolut,1
84,absenc,1
3917,wayn,1
3918,wdtn,1
82,aboutkp,1
65,8yr,1
3943,wellchild,1
43,4tiffanyjustic,1
3965,wholeheartedli,1
51,5yr,1
3968,wider,1
3970,wifi,1
49,5th,1
3972,williamson,1
3973,williamstown,1
48,5pm,1
3975,windham,1
3976,window,1
46,511yo,1
3979,wintheera,1
3980,wire,1
45,511yearold,1
44,50microgram,1
3983,wiseindiana,1
3966,whterbbnadvocat,1
52,60,1
3944,wellnessindiana,1
3963,who,1
3945,wellnesswednesday,1
3947,weselymd,1
3948,wesley,1
61,896k,1
3950,western,1
3951,westvirginia,1
3953,wfla,1
3954,wgarnew,1
3955,whalenmona,1
59,7pm,1
3957,whatcom,1
57,6yearold,1
56,6x,1
3961,whitehowev,1
53,600pm,1
3737,unsur,1
3736,unsaf,1
3735,unresolv,1
3509,technic,1
3502,tday,1
345,barkett,1
3504,teacher,1
3505,teachstrong,1
344,barbcraig7,1
342,baptist,1
3508,teampet,1
341,bankruptci,1
3563,theyr,1
3511,ted,1
340,ban,1
3513,teenatchopra,1
3516,tellingstoriesofu,1
337,backedup,1
3518,temporarili,1
334,babe,1
3501,tcove,1
3500,tcot,1
3499,tcc,1
3498,tax,1
356,battlefield,1
354,basic,1
3485,tacvba,1
3486,taj,1
353,baselin,1
352,baseless,1
3489,takeyourshot,1
350,barryholstein,1
3491,talentacquist,1
349,barrington,1
3493,tallahasse,1
3494,tamil,1
347,barouch,1
346,barn,1
3497,tast,1
3520,tenant,1
3521,tennesse,1
3522,tension,1
317,australia,1
3546,theater,1
314,auspublichealth,1
3548,theatr,1
3549,thechartisgroup,1
3550,thedemcoalit,1
3552,theeiu,1
3553,theeliklein,1
3554,thefitztheat,1
3555,thegarden,1
3556,theprojectun,1
312,august,1
311,augunivers,1
3559,therealrhllor,1
3560,thereturn63,1
3561,thespigot,1
316,austinpublichealth,1
3543,thankyou,1
3523,term,1
3542,thanksgiving2021,1
3524,terribl,1
3525,terrif,1
333,b11529,1
3528,tesla,1
327,avoid,1
326,avma,1
3531,testingvaccin,1
3532,teton,1
325,avir,1
3534,texassupremecourt,1
3535,texastribun,1
3537,tg67210,1
3538,tgowdysc,1
3539,thad,1
321,automat,1
3481,syndrom,1
358,bayri,1
359,bayridg,1
394,besid,1
392,bernadettemcp12,1
391,berlymad,1
3426,structur,1
3427,struggl,1
3428,stubborn,1
390,berkleybearnew,1
3430,studentrun,1
389,berea,1
3432,studio,1
3433,studyabroad,1
3434,studyth,1
3435,stuf,1
3436,stuff,1
388,benton,1
3438,subject,1
393,beshear,1
3421,stroll,1
387,bent,1
3420,strictest,1
3405,stone,1
3406,stonekettl,1
3407,stood,1
403,beyondfall2021,1
3409,stoptheshot,1
3410,stopthespread,1
402,beyondcovid19,1
400,beverli,1
3413,str8,1
3414,strateg,1
399,beverley,1
3416,stratford,1
398,bettydragonfli,1
396,bet,1
3419,stress,1
3439,sublett,1
3441,subscrib,1
3478,sylviatmasebo,1
3461,suppress,1
368,becerra,1
3464,surgeon,1
3465,surgeri,1
366,beauti,1
365,bearsprotect,1
364,bearcat,1
3469,survivor,1
363,beacontheatr,1
362,beach,1
361,bcell,1
3473,svc,1
3474,sveillanc,1
360,bc,1
3476,sweetbillyv1,1
3477,switzerland,1
370,becomingabetterm,1
3460,supporthealthcarework,1
3442,substanti,1
372,beef,1
386,benjimaan22,1
384,benaderet,1
3445,suck,1
383,bellevu,1
3447,suit,1
382,bellamari8mazz,1
378,behavior,1
2852,propagandapowel,1
3451,sun,1
376,beginn,1
3453,sunshin,1
373,beer,1
3455,superconveni,1
3456,superior,1
3457,superpow,1
3562,theuisjourn,1
310,aughealth,1
3734,unpredict,1
221,ann,1
3676,twiliodotorg,1
3677,twinkieangri,1
3678,twitter,1
225,annual,1
3681,twtrrr,1
3682,txfpf,1
222,annalsofim,1
3685,tyranni,1
309,aug,1
3686,uae,1
220,animaeok,1
3688,uc,1
3689,ue,1
3690,uequalsu,1
219,anim,1
3692,ulblockunit,1
228,anthoni,1
3674,twelv,1
229,antibiot,1
3672,tuskeege,1
3656,trumpsblonde1,1
241,anytim,1
3658,trustedcar,1
3659,trustedtech,1
240,anyth,1
3661,tspooki,1
3662,tuckersright,1
238,antwon,1
3664,tuesdayvib,1
3665,tuftshealthplan,1
236,antivaxx,1
3667,tune,1
3668,tupper,1
233,antisci,1
232,antiidiotyp,1
3693,ulsterni,1
3694,ultim,1
3695,ultrarar,1
3717,unfortun,1
213,andalequeespera,1
3720,uniqu,1
212,analyz,1
210,analys,1
3723,uniti,1
3724,univ,1
209,ana,1
3726,univofdayton,1
3727,unknown,1
3728,unless,1
208,amysiskind,1
3730,unmet,1
3731,unnecessari,1
3732,unpopular,1
3733,unpreced,1
3718,uninform,1
3716,unexpect,1
3696,umiamihealth,1
3715,uneth,1
3697,unabl,1
3698,unaccept,1
3699,unanim,1
3700,unccolorado,1
3701,uncertain,1
3702,unchealth,1
3703,uncmedcent,1
3704,unconstitut,1
3706,uncsom,1
3707,undefin,1
3708,under30,1
217,angelakshen,1
3711,underlin,1
3712,underneath,1
3714,unequivoc,1
242,ap,1
3654,truli,1
243,apa,1
3588,tigerstrong,1
291,astonish,1
289,assum,1
3592,timebestinvent,1
3593,tinnitu,1
288,assuag,1
3595,tire,1
285,assembl,1
3597,titer,1
3599,tmobilepark,1
282,asia,1
3601,todaysmedicalupd,1
281,ashpoffici,1
3603,togetherwecan,1
3604,tokyo,1
3605,tokyotom2020,1
3589,tigger,1
3587,tiddapag,1
3607,toler,1
293,asymptomat,1
3566,thinkeri,1
308,audienc,1
3569,thorough,1
3570,thoroughli,1
306,attract,1
305,attorneysasn,1
3574,thread,1
3576,threaten,1
3578,threeprong,1
299,attack,1
297,atp,1
3581,throat,1
296,atmospher,1
3583,throw,1
295,athlet,1
280,ashley,1
3608,toll,1
3652,troubl,1
262,arapaho,1
3632,transgend,1
260,apptm,1
3634,transpar,1
252,applaud,1
251,appl,1
3639,travesti,1
3640,travistritt,1
3644,trenholm,1
246,apejt,1
245,ape,1
3647,trialher,1
3648,tribalbiz,1
3649,triciabrand,1
3650,trillion,1
3651,triumph,1
3630,tradit,1
3627,toyota,1
3609,tom,1
3626,township,1
3610,tomemm,1
3611,tomilahren,1
3612,tomlinson,1
279,ash,1
278,as,1
276,arthur,1
274,arriv,1
273,array,1
271,armi,1
3619,topstori,1
269,arlington,1
3622,toughest,1
268,arkansan,1
267,aris,1
266,arimoin,1
735,commonsens,1
2792,preced,1
2851,proofofvaccin,1
1943,kept,1
1277,failur,1
1947,keytonyc,1
1948,khnew,1
1949,khou,1
1276,fade,1
1274,factual,1
1952,kidshaveaspot,1
1272,factoftheday,1
1954,kilgor,1
1955,kimiversenshow,1
1268,eyedontcaredoy1,1
1957,kingscountyhosp,1
1958,kirou,1
1959,kirouk,1
1960,kirsch,1
1945,kevinmarinoct,1
1942,kentuckypca,1
1962,kjpiorkowska,1
1941,kenolin1,1
1926,jyduclo,1
1927,k12,1
1281,fakenew,1
1929,kag,1
1930,kaitlyn,1
1931,karilak,1
1932,karlanthoni,1
1933,karter,1
1934,keeblrd,1
1280,fake,1
1936,keiki,1
1937,kejriwalmodel,1
1938,kellyashi,1
1939,kemp,1
1279,fairground,1
1961,kitsapsun,1
1963,kmi,1
1924,justsayno,1
1984,kyriako,1
1986,kyvoices4health,1
1987,l3l2ucele,1
1259,explicitli,1
1257,expir,1
1252,expel,1
1991,laborandemploymentlaw,1
1992,laconia,1
1993,ladi,1
1994,ladypoop2,1
1251,expeditionari,1
1248,exist,1
1997,lakeland,1
1998,lamin,1
1247,exhibitor,1
1246,exhibit,1
1985,kyrieirv,1
1262,exposur,1
1964,kmscarborough,1
1982,kynursesassoc,1
1965,kndukndo,1
1966,knew,1
1265,extrastrong,1
1969,knox,1
1970,kpnorcal,1
1971,kpnorthwest,1
1972,kristi,1
1973,ksorb,1
1974,ktvu,1
1976,kxannew,1
1977,kyaapchapt,1
1978,kyelandj,1
1979,kyle,1
1980,kylegriffin1,1
1981,kymedassoc,1
1925,justthefactsonvax,1
1923,justkristi,1
1245,exercis,1
1307,feat,1
1865,jamieg,1
1867,janssen,1
1868,japan,1
1869,jare,1
1871,jcdh,1
1872,jennaellisesq,1
1873,jennaezarik,1
1874,jeopardi,1
1303,fbcc2021,1
1876,jessicamalati,1
1877,jesslpag,1
1302,fbcc,1
1301,faust,1
1880,jewelleri,1
1881,jewelvest,1
1864,jamesekhildreth,1
1862,jailingsfail,1
1883,jill,1
1861,jaffar,1
1319,fellow,1
1318,feelgood,1
1315,feed,1
1847,isnt,1
1848,israel,1
1314,fedpubseminar,1
1850,itand,1
1313,federalcontractor,1
1852,ittakesallofu,1
1853,iv,1
1855,ivermec,1
1309,feb,1
1858,jace78473705,1
1859,jaciwiley,1
1860,jacqehoward,1
1299,fatigu,1
1884,jiminhof,1
1922,julielinsley,1
1904,joinallofu,1
1906,jologart,1
1907,jona,1
1909,jone,1
1910,josecarreras1,1
1911,joshua,1
1912,journal,1
1284,falsifi,1
1914,jpfromhb,1
1915,jrs4a,1
1916,jtowlen,1
1917,juan,1
1283,fallwint,1
1919,judylee81046752,1
1920,jujuski,1
1921,juli,1
1287,familiar,1
1288,familyfreedomendeavor,1
1885,jimjordan,1
1902,johnsonandjohnson,1
1886,jimtalk,1
1887,jjjaaavvviii,1
1298,fatherbob,1
1889,jnjcare,1
1890,jnjnew,1
1891,jo,1
1892,joann,1
1296,faster,1
1294,fashion,1
1896,johnbrownstein,1
1293,fare,1
1898,johnkingcnn,1
1899,johnnypenso,1
1900,johnrobertsfox,1
1289,familyplex,1
2001,laredotx,1
2003,lassoguillermo,1
1127,eastern,1
2114,loyal,1
1161,elliemail,1
2117,lucki,1
2118,lukeae88,1
1160,elli,1
2120,lymanmanzanar,1
2121,lynettejoym,1
2122,lynlink,1
1159,elimin,1
2124,maceal,1
2125,mad,1
1157,eleph,1
2127,maga,1
2128,maggiemfox,1
2129,maggiethemezzo,1
2130,mahalo,1
2115,lrhutyra,1
1162,elsewher,1
1155,electron,1
1164,embrac,1
1174,emt,1
2098,longerlast,1
1173,empresssolac,1
2100,longtermcareinsur,1
1172,empower,1
2102,lorraine451,1
2103,lose,1
2104,loss,1
2105,lost,1
1171,employmentlaw,1
2107,lotteri,1
2108,lou,1
2109,loud,1
1167,emergencyuseauthor,1
1166,emergencymanag,1
1156,elementari,1
1154,electrician,1
2095,longcovid,1
2155,marshablackburn,1
2157,marten,1
2158,martin,1
1139,edmjbg,1
2160,mascot,1
1138,ecuo,1
1137,ecuhhp,1
1136,ecubrodysom,1
1135,ecuador,1
1133,economi,1
2168,masswatch,1
1131,eclip,1
1130,ecampu,1
2171,maternalhealthnichd,1
1129,eatloc,1
2174,matthew,1
2156,mart,1
2154,marlolundaktv,1
2135,mall,1
2153,markjon96618857,1
2136,malpractic,1
2137,malt,1
1150,ehrc,1
1148,eg,1
2141,mandatoryvaccin,1
2142,mandt,1
2143,manhattan,1
2145,mankind,1
1143,eekymom,1
2147,mapoli,1
2148,margare88412781,1
2149,maria,1
1142,edwardiantim,1
1140,edsourc,1
2152,markchangizi,1
2096,longcovid19,1
1177,endcovid,1
1243,execut,1
1222,evanesc,1
2026,learncovid19learncharterorg,1
2027,learnt,1
2028,learnthefact,1
1219,euronew,1
1218,euro,1
2031,leaveourkidsalon,1
1,100euro,1
2033,leec2030,1
2035,leg,1
2038,length,1
2039,lennaleprena,1
2040,leon,1
2041,lessen,1
2042,lesson,1
2043,lest,1
2024,leaki,1
1223,evankirstel,1
1206,eri,1
2021,leadcoalit,1
1242,excus,1
2006,later,1
2008,latin,1
1237,exce,1
2010,latinx,1
2011,laugh,1
1236,examin,1
2013,lauri,1
1235,ewatts78,1
1233,evolut,1
1232,evidencematt,1
2017,lcarriere79,1
2018,lchf,1
1230,everythingand,1
1228,everpopular,1
2046,letsgettoimmun,1
2048,letter,1
2093,lol,1
2071,lintelio,1
1186,enrich,1
2077,liveblog,1
2078,livelihood,1
2079,liveunit,1
2080,lizwheel,1
2081,lloyd,1
2082,lmiorg,1
1182,english,1
2084,lobbycoorg,1
1181,englewood,1
1180,engag,1
2087,lock,1
2089,locoash,1
2090,lodg,1
2092,logist,1
2072,lisa,1
1194,environ,1
2050,levelup,1
2068,lindseygrahamsc,1
2051,levyo,1
2052,lewin,1
1204,equityishealth,1
2055,libertycounsel,1
2056,licens,1
1200,equal,1
2059,lifelong,1
2060,lifetim,1
1199,epoch,1
2062,light,1
1197,epilepsyso,1
2064,likelihood,1
2065,likelystillsom,1
1196,epilepsi,1
2067,limited34,1
1843,irrespect,1
1842,ireland,1
1320,felt,1
1618,heat,1
1620,hegseth,1
1621,heighten,1
1461,getthevax,1
1623,helenbranswel,1
1624,hell,1
1460,getthejab,1
1459,gettestedtuesday,1
1627,herald,1
1458,gettest,1
1457,getlaid,1
1630,hero,1
1456,gershon,1
